,place_id,name,address,latitude,longitude,types,googleMapsUri,priceRange,place_overall_rating,userRatingCount,extract_date,author_name,user_review_rating,text,author_id,uniqueID,timestamp,state,main_category,sub_category,operating_hours_cleaned,Monday_hours,Tuesday_hours,Wednesday_hours,Thursday_hours,Friday_hours,Saturday_hours,Sunday_hours,clean_name,weak_label,is_consistent,vader_score
16166,ChIJvfLYTpfDSjARQVAb64H6Jbk,Restoran Nasi Kandar Line Clear,"161 & 177, Jln Penang, George Town, 10000 George Town, Pulau Pinang, Malaysia",5.4197524,100.3324747,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=13341344907057123393,2.0,4.0,5506,2025-10-20,Soph M,5,"I had dinner here both of the 2 nights I spent in George Town. Food was out of this world. Incredible taste.
The only thing better than the food was the service. There’s no menu and I had no idea what or how to order but the men working there were very helpful and suggested different things to try. I had the same dish both nights but one night with chicken was 14.50MR and without chicken 8.50MR. Best food I had in Penang. I went around 8pm both nights and there was no line.",113394446548288844651,ChIJvfLYTpfDSjARQVAb64H6Jbk_113394446548288844651,2025-05-04 08:59:23,Penang,restaurant,restaurant,Monday: 8:30AM-12:00AM | Tuesday: 8:30AM-12:00AM | Wednesday: 8:30AM-12:00AM | Thursday: 8:30AM-12:00AM | Friday: 8:30AM-12:00AM | Saturday: 8:30AM-12:00AM | Sunday: 8:30AM-12:00AM,8:30AM-12:00AM,8:30AM-12:00AM,8:30AM-12:00AM,8:30AM-12:00AM,8:30AM-12:00AM,8:30AM-12:00AM,8:30AM-12:00AM,Restoran Nasi Kandar Line Clear,positive,False,-0.5365
16177,ChIJTwjqN8_DSjARM7OCCx4P3EQ,JJ Garden Food Court,"Jalan Sungai Kelian, 11200 Tanjung Bungah, Pulau Pinang, Malaysia",5.4630804,100.2855428,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=4961857511171994419,,3.9,722,2025-10-20,Kaum (Kaum),4,"The good: Nice variety of food. Reasonable price. Fast service. Plenty of room. Abundance of greenery 👍

The bad: Parking is difficult. The seating is a bit like factory canteen line-up and they give disposable plastic tumbler (ok for the paper straws but this is not enough ; disposable plastic cup it's even worst than plastic straws.)
STOP DISPOSABLE PLASTIC CUP FOR DINE-IN 🙏",102922664728515446119,ChIJTwjqN8_DSjARM7OCCx4P3EQ_102922664728515446119,2025-04-02 06:00:54,Penang,restaurant,restaurant,Monday: 7:00AM-10:00PM | Tuesday: Closed | Wednesday: 7:00AM-10:00PM | Thursday: 7:00AM-10:00PM | Friday: 7:00AM-10:00PM | Saturday: 7:00AM-10:00PM | Sunday: 7:00AM-10:00PM,7:00AM-10:00PM,Closed,7:00AM-10:00PM,7:00AM-10:00PM,7:00AM-10:00PM,7:00AM-10:00PM,7:00AM-10:00PM,JJ Garden Food Court,positive,False,-0.8735
16190,ChIJkf59eZvDSjARb_oSm-DEhFQ,Anamika Spice Kitchen,"412-1-3, Jalan Bukit Dumbar, Bukit Dumbar, 11600 Jelutong, Pulau Pinang, Malaysia",5.3864975,100.3127024,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=6090209065065183855,,4.6,577,2025-10-20,Vija Jason,1,"Thank you for the detailed response. I’d like to clarify a few points for Anamika:

Firstly, the agreed time of 3:00 PM—well past regular lunch hours—was not imposed by us but offered by your team, with a choice between 11:00 AM or 3:00 PM. Due to our travel schedule, we opted for the 3:00 PM slot. So, the concern about interrupting your lunch crowd does not quite apply here.

This is not about who recommended your restaurant or the timing. I am simply stating facts and presenting a photo of the food served at RM35 per person. I’m leaving it to the public to decide if the value matches what was delivered. I do not expect a further response from Anamika, as I believe the discussion is now conflicted.

To be fair, I acknowledge that the coffee, payasam, and mango pachadi were well received. However, the main dishes fell short of expectations, especially for the price point. Also, we did not request to be served; we could have easily helped ourselves since we paid for the full amount. The way it played out made it seem as though we were receiving food as a favour, when in fact it was fully paid for.

Additionally, there was a significant amount of food left over, which to me indicates dissatisfaction with quality—not quantity. I also paid separately for the two vegetarian meals, so I don’t believe it's appropriate for you to bring that up in your explanation.

The fact that something as basic as papadams had to be specially requested, despite the RM35 per head cost, also says a lot. I won’t be engaging further in a back-and-forth. I’ll let the public judge based on the facts and the pictures of what was served.

Additionally, I’ve shared my feedback with the relevant consumer authorities in Malaysia, who are currently monitoring pricing practices in the F&B sector. Let them assess whether this is acceptable and fair to the wider public.

Just for the record: the mutton had a strong odour, and the chicken—described as sambal—resembled and tasted more like kurma. These are honest reflections of what was experienced.

No more response is required from yourself.",109891248909888074291,ChIJkf59eZvDSjARb_oSm-DEhFQ_109891248909888074291,2025-07-30 04:07:59,Penang,restaurant,restaurant,Monday: 8:00AM-9:30PM | Tuesday: 8:00AM-9:30PM | Wednesday: 8:00AM-9:30PM | Thursday: 8:00AM-9:30PM | Friday: 8:00AM-9:30PM | Saturday: 8:00AM-9:30PM | Sunday: 8:00AM-9:30PM,8:00AM-9:30PM,8:00AM-9:30PM,8:00AM-9:30PM,8:00AM-9:30PM,8:00AM-9:30PM,8:00AM-9:30PM,8:00AM-9:30PM,Anamika Spice Kitchen,negative,False,0.9891
16212,ChIJX15PBL7DSjAREhR-LdRP-DM,Dehappy Seafood Restaurant Penang,"58, Jln Macalister, 10400 George Town, Pulau Pinang, Malaysia",5.4148799,100.3274034,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=3744830862873465874,2.0,4.2,1251,2025-10-20,DrJ.I.N,2,Walked passed and decided to give it a try as we had a sudden craving for crabs. Quite disappointed to be honest. The black pepper crab was verily lacking the black pepper punch. Crabs were so so small...I wouldn't mind paying more for bigger sized crabs. The omelette I must say albeit simple was done very nicely. The prawns with noodles was another so-so dish. 2 prawns...1 was ok and the other wasn't. Not cheap especially the crabs ( the biggest let down ). We saw tourists arrvingl in coaches ...that would explain it all. Not recommended and not returning unfortunately for me,101452609458250804197,ChIJX15PBL7DSjAREhR-LdRP-DM_101452609458250804197,2025-08-20 11:34:00,Penang,restaurant,restaurant,Monday: 4:30-11:00PM | Tuesday: 4:30-11:00PM | Wednesday: 4:30-11:00PM | Thursday: 4:30-11:00PM | Friday: 4:30-11:00PM | Saturday: 4:30-11:00PM | Sunday: 4:30-11:00PM,4:30PM-11:00PM,4:30PM-11:00PM,4:30PM-11:00PM,4:30PM-11:00PM,4:30PM-11:00PM,4:30PM-11:00PM,4:30PM-11:00PM,Dehappy Seafood Restaurant Penang,negative,False,0.695
16245,ChIJmYqrbZvDSjARdBL88ik1pxQ,Norm Micro Roastery,"13, Gat Lebuh Gereja, George Town, 10300 George Town, Pulau Pinang, Malaysia",5.4168813,100.342897,"['cafe', 'establishment', 'food', 'point_of_interest']",https://maps.google.com/?cid=1488216656155775604,2.0,4.4,2265,2025-10-20,April,2,"Place was quiet in terms of crowd as there are many seatings available, mostly indoors but a bit noisy overall. Interior is simple and minimal aesthetics. Service is basic, food is not worth the money and just come for the vibes.

Ordered the conchiglie with seasonal mushrooms which arrived cold. Rice paper was a bit soggy.

Tried the Kyoto Forest as well, the waffle was crispy which was nice, and presentation looked good, but the rice puff was hard and soggy.

Matcha latte was average, leaning more towards strong and bitter.

Overall experience was so-so, slightly below average. Nice for aesthetics but okay to skip for the food especially since they are overpriced.",106926611189660670175,ChIJmYqrbZvDSjARdBL88ik1pxQ_106926611189660670175,2025-10-13 16:22:07,Penang,restaurant,cafe_bakery,Monday: 9:30AM-6:00PM | Tuesday: 9:30AM-6:00PM | Wednesday: 9:30AM-6:00PM | Thursday: 9:30AM-6:00PM | Friday: 9:30AM-6:00PM | Saturday: 9:30AM-6:00PM | Sunday: 9:30AM-6:00PM,9:30AM-6:00PM,9:30AM-6:00PM,9:30AM-6:00PM,9:30AM-6:00PM,9:30AM-6:00PM,9:30AM-6:00PM,9:30AM-6:00PM,Norm Micro Roastery,negative,False,0.9242
16282,ChIJKSMhCQDDSjAR0Ekc2LRa7ts,Page II by A Sip,"no 32, 34, Jalan Argyll, Georgetown, 10450 George Town, Penang, Malaysia",5.4208111,100.3316971,"['bar', 'establishment', 'point_of_interest']",https://maps.google.com/?cid=15847703871529699792,,4.8,837,2025-10-20,Cher Ong,2,It might be a good place for alcoholic drinks but definitely not for food. Their food is below average. Even simple menu like fish & chips is not up to standard. Ambience is also too dark for dining. The orange lights make my eyes uncomfortable.,117615932117929828756,ChIJKSMhCQDDSjAR0Ekc2LRa7ts_117615932117929828756,2025-08-03 14:29:15,Penang,restaurant,bar_nightlife,Monday: 4:00PM-2:00AM | Tuesday: 4:00PM-2:00AM | Wednesday: 4:00PM-2:00AM | Thursday: 4:00PM-2:00AM | Friday: 4:00PM-2:00AM | Saturday: 4:00PM-2:00AM | Sunday: 4:00PM-2:00AM,4:00PM-2:00AM,4:00PM-2:00AM,4:00PM-2:00AM,4:00PM-2:00AM,4:00PM-2:00AM,4:00PM-2:00AM,4:00PM-2:00AM,Page II by A Sip,negative,False,0.6542
16433,ChIJ07b4-I3DSjARBD9a0GUmXwo,China House,"153, Beach St, Georgetown, 10300 George Town, Penang, Malaysia",5.41482779999999,100.3388174,"['bar', 'cafe', 'establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=747358281895919364,3.0,4.0,6409,2025-10-20,Lizapresilla Sidekl,1,"I had high hopes for this cafe, but unfortunately, my experience left a lot to be desired.

First off, the service was incredibly slow. I waited over 20 minutes for a coffee. The staff didn’t seem very engaged, and it was clear they weren’t prioritizing customers.

The coffee, which I was expecting to be the highlight, was lukewarm and bland. For a place that prides itself on its brews, this was a major letdown.

The ambiance was also disappointing. The seating was uncomfortable, and the overall vibe didn’t feel very welcoming. It was crowded and noisy, which made it hard to relax and enjoy my drink.

To top it off, the prices felt way too high for what I received. There are plenty of other cafes nearby that offer much better value.

Sadly, I won’t be returning. I hope they take some time to address these issues. If I can give zero star, I would.
p/s; Don’t order for the big breakfast. It’s probably the worst bb I’ve ever had in my whole entire life. No explanation needed!",101133987623015170179,ChIJ07b4-I3DSjARBD9a0GUmXwo_101133987623015170179,2025-07-29 04:43:51,Penang,restaurant,cafe_bakery,Monday: 10:00AM-12:30AM | Tuesday: 10:00AM-12:30AM | Wednesday: 10:00AM-12:30AM | Thursday: 10:00AM-12:30AM | Friday: 10:00AM-12:30AM | Saturday: 10:00AM-12:30AM | Sunday: 10:00AM-12:30AM,10:00AM-12:30AM,10:00AM-12:30AM,10:00AM-12:30AM,10:00AM-12:30AM,10:00AM-12:30AM,10:00AM-12:30AM,10:00AM-12:30AM,China House,negative,False,0.9345
16482,ChIJr2qkfY7DSjARD6iW3AvEQrA,Restoran Kapitan (Chulia Street),"93, Lbh Chulia, George Town, 10200 George Town, Pulau Pinang, Malaysia",5.4161643,100.3385844,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=12700929454362765327,2.0,3.9,5780,2025-10-20,Catny Lim,2,"Ordered nasi kandar, one small mutton with less meat, one sayur, telur masin and telur goreng, cost RM3x. Then the point is.... taste so so.. we can find better at other nasi kandar shop.

Cheese naan, better mentioned to them you want cheese meleleh, else the normal one is served. Normal yet cost RM1x.x. In KL cheese meleleh cost the exact same price...",101064230824417464331,ChIJr2qkfY7DSjARD6iW3AvEQrA_101064230824417464331,2025-10-10 13:47:37,Penang,restaurant,restaurant,Monday: 8:00AM-11:45PM | Tuesday: 8:00AM-11:45PM | Wednesday: 8:00AM-11:45PM | Thursday: 8:00AM-11:45PM | Friday: 8:00AM-11:45PM | Saturday: 8:00AM-11:45PM | Sunday: 8:00AM-11:45PM,8:00AM-11:45PM,8:00AM-11:45PM,8:00AM-11:45PM,8:00AM-11:45PM,8:00AM-11:45PM,8:00AM-11:45PM,8:00AM-11:45PM,Restoran Kapitan Chulia Street,negative,False,0.7269
16494,ChIJZ25BEWvASjARuEzxCdQayIU,Indian Palace Penang,"2A-G-18 Quartermile, Solok Mayang Pasir, Bayan Baru, 11950 Bayan Lepas, Pulau Pinang, Malaysia",5.324794,100.2842425,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=9639984500388744376,2.0,4.2,1166,2025-10-20,prakash kumaravelu,1,"I ordered their Tandoori Biryani with Peach Tea, costing me RM37.20 and let me tell you, it was a total waste of money.

First, the Tandoori Biryani was a disaster. The rice was dry, lacked any real flavor, and tasted like it had been reheated multiple times.

As for the Peach Tea, I expected something refreshing, but instead, I got an artificial-tasting, overly sweet drink that felt like it came from the cheapest powdered mix available.

The worst part? The food was so bad that I couldn’t even finish it. Imagine paying RM37.20 and leaving the restaurant still hungry and disappointed.

Overall, this place is a huge letdown, both in taste and value for money. I wouldn't recommend it to anyone, and I certainly won’t be coming back.

Only good thing is their service is fast and good environment. Food wise totally out.",110399843751117586503,ChIJZ25BEWvASjARuEzxCdQayIU_110399843751117586503,2025-03-15 07:29:04,Penang,restaurant,restaurant,Monday: 11:00AM-11:00PM | Tuesday: 11:00AM-11:00PM | Wednesday: 11:00AM-11:00PM | Thursday: 11:00AM-11:00PM | Friday: 11:00AM-11:00PM | Saturday: 11:00AM-11:00PM | Sunday: 11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,Indian Palace Penang,negative,False,0.6909
16495,ChIJlT3ZVrXDSjARFDdgGR46CAk,Suffolk House Restaurant,"C864+845, 250, Jalan Air Itam, 10460 George Town, Pulau Pinang, Malaysia",5.4108509,100.3054987,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=650834047104202516,3.0,4.5,1555,2025-10-20,Jimmy Oon,1,"RM70 for fish & chips and mushroom soup? Honestly not worth it at all.
The fish & chips were the worst I’ve had, its mushy, not fresh, tiny portion and the sides were underwhelming. The brulee was bland too, I could easily make a better version at home.

The crew’s service was rather unpleasant. Just a few minutes after I finished my meal, they came over asking to clear the plate/table, which felt like they were rushing me out of the restaurant.

On top of that, the restaurant is hot, I mean hot temperature. Parking has no cover and security.
Reservation? I don't really think so, it is empty inside.

For the high prices, the food quality is closer to roadside/hawker level. In fact, hawkers do it much better at a fraction of the price. Definitely not a place I’d recommend.",111203629100953581682,ChIJlT3ZVrXDSjARFDdgGR46CAk_111203629100953581682,2025-09-09 01:59:45,Penang,restaurant,restaurant,Monday: 12:00-11:00PM | Tuesday: 12:00-11:00PM | Wednesday: 12:00-11:00PM | Thursday: 12:00-11:00PM | Friday: 12:00-11:00PM | Saturday: 12:00-11:00PM | Sunday: 12:00-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,Suffolk House Restaurant,negative,False,0.8815
16527,ChIJy3RWdpXDSjARfwGKpokG71s,Le Cafe,"33, Jalan Gurdwara, George Town, 10300 George Town, Pulau Pinang, Malaysia",5.41244099999999,100.3281918,"['cafe', 'establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=6624520765159637375,2.0,4.3,661,2025-10-20,Charmaine Yap,2,"The sando is good, but the drinks weren't good. Had matcha latte and it was pretty bad, too much powder, I felt like I was drinking powder. Doesn't help that the cashier + person making drink kept coughing and sneezing without wearing a mask. And if that wasn't bad enough, he wipes his nose on his shirt, coughs into the open, into the drinks he makes, and wipes his face with his hands. I think it would be a lot better if food preparation crew can wear a mask for hygiene purposes. The hygiene bit really got me.",115483698577003699737,ChIJy3RWdpXDSjARfwGKpokG71s_115483698577003699737,2025-06-22 16:12:09,Penang,restaurant,cafe_bakery,Monday: 9:00AM-6:00PM | Tuesday: 9:00AM-6:00PM | Wednesday: Closed | Thursday: 9:00AM-6:00PM | Friday: 9:00AM-6:00PM | Saturday: 9:00AM-6:00PM | Sunday: 9:00AM-6:00PM,9:00AM-6:00PM,9:00AM-6:00PM,Closed,9:00AM-6:00PM,9:00AM-6:00PM,9:00AM-6:00PM,9:00AM-6:00PM,Le Cafe,negative,False,0.7491
16582,ChIJoVytqKLDSjAR1XRxg2_Mm6M,New World Park Food City,"29, Lrg Swatow, George Town, 10050 George Town, Pulau Pinang, Malaysia",5.4211535,100.3268932,"['establishment', 'food', 'point_of_interest']",https://maps.google.com/?cid=11789241228891092181,,4.1,3925,2025-10-20,alex cheong,1,"Fried Rice King at New World Park Food City was honestly one of the most disappointing meals I’ve had in a long time. With a name like that, you would expect some top-tier fried rice, but what I got was far from it. The rice wasn’t even properly cooked – it was grainy, underdone, and just plain unpleasant to chew. Fried rice is supposed to be comforting, flavorful, and satisfying, but this was the complete opposite.

I couldn’t even finish half the plate, and that says a lot because I usually don’t waste food. It felt like they just threw it together without even tasting it first. If you’re going to brand yourself as the “king” of fried rice, the least you could do is make sure the rice itself is edible. Instead, this was a disgrace to fried rice lovers everywhere.

The whole experience left me frustrated because New World Park has plenty of good stalls, but this one really fell short. Honestly, I would not recommend this to anyone. There are far better options around where your money and appetite won’t go to waste. Save yourself the disappointment and skip Fried Rice King.",115322682359105118221,ChIJoVytqKLDSjAR1XRxg2_Mm6M_115322682359105118221,2025-09-12 11:55:26,Penang,restaurant,restaurant_general,Monday: 10:00AM-10:00PM | Tuesday: 10:00AM-10:00PM | Wednesday: 10:00AM-10:00PM | Thursday: 10:00AM-10:00PM | Friday: 10:00AM-10:00PM | Saturday: 10:00AM-10:00PM | Sunday: 10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,New World Park Food City,negative,False,0.8264
